,train,val,test
2802,C3L-00359-23,,
2803,C3N-00317-21,,
2804,C3L-00970-26,,
2805,C3N-00320-21,,
2806,C3L-00910-22,,
2807,C3N-00177-22,,
2808,C3N-01078-22,,
2809,C3L-01976-22,,
2810,C3N-00831-21,,
2811,C3L-01676-27,,
2812,C3N-00154-24,,
2813,C3N-00312-23,,
2814,C3N-01077-26,,
2815,C3L-02201-21,,
2816,C3N-00646-22,,
2817,C3L-00982-22,,
2818,C3N-02015-23,,
2819,C3L-00970-23,,
2820,C3N-01077-27,,
2821,C3N-00492-21,,
2822,C3L-02364-21,,
2823,C3N-02264-21,,
2824,C3N-01085-22,,
2825,C3L-01954-21,,
2826,C3N-01905-29,,
2827,C3N-02763-21,,
2828,C3N-00149-26,,
2829,C3N-00646-26,,
2830,C3N-00317-23,,
2831,C3N-00573-27,,
2832,C3N-01078-24,,
2833,C3L-02220-26,,
2834,C3L-01107-27,,
2835,C3L-01034-23,,
2836,C3L-00966-25,,
2837,C3L-00982-21,,
2838,C3L-00969-22,,
2839,C3L-01470-21,,
2840,C3N-02439-21,,
2841,C3N-02265-25,,
2842,C3N-00495-22,,
2843,C3N-00380-22,,
2844,C3N-01083-27,,
2845,C3N-01088-22,,
2846,C3N-00315-22,,
2847,C3L-00079-26,,
2848,C3N-00314-21,,
2849,C3N-02723-26,,
2850,C3L-01951-22,,
2851,C3L-00583-21,,
2852,C3L-01034-25,,
2853,C3L-02220-23,,
2854,C3N-00314-25,,
2855,C3N-02248-23,,
2856,C3N-00390-22,,
2857,C3L-00606-21,,
2858,C3N-01828-21,,
2859,C3L-00902-26,,
2860,C3L-01553-21,,
2861,C3L-00026-26,,
2862,C3N-02224-26,,
2863,C3L-02544-23,,
2864,C3N-01077-24,,
2865,C3N-01524-21,,
2866,C3L-00902-22,,
2867,C3N-01179-22,,
2868,C3N-01828-26,,
2869,C3L-01033-23,,
2870,C3L-00607-21,,
2871,C3L-00966-27,,
2872,C3L-02841-21,,
2873,C3L-01681-27,,
2874,C3L-01286-26,,
2875,C3N-00380-21,,
2876,C3L-02857-21,,
2877,C3L-00910-21,,
2878,C3N-00390-23,,
2879,C3L-01603-22,,
2880,C3N-02761-22,,
2881,C3N-01657-23,,
2882,C3N-00646-21,,
2883,C3L-00910-26,,
2884,C3N-00577-21,,
2885,C3N-00573-26,,
2886,C3L-01286-21,,
2887,C3N-00242-26,,
2888,C3N-01200-21,,
2889,C3N-01086-26,,
2890,C3L-00359-22,,
2891,C3N-01808-21,,
2892,C3L-01313-26,,
2893,C3L-00970-22,,
2894,C3N-02429-22,,
2895,C3L-01882-21,,
2896,C3N-01078-23,,
2897,C3L-02842-21,,
2898,C3L-00796-21,,
2899,C3N-00491-22,,
2900,C3N-00380-23,,
2901,C3N-01176-25,,
2902,C3L-00813-22,,
2903,C3N-02082-23,,
2904,C3L-02551-22,,
2905,C3N-02160-21,,
2906,C3N-02726-21,,
2907,C3N-00177-23,,
2908,C3N-01536-22,,
2909,C3N-00315-23,,
2910,C3N-00154-27,,
2911,C3L-01882-26,,
2912,C3N-01085-21,,
2913,C3L-01676-21,,
2914,C3L-01286-22,,
2915,C3L-01963-21,,
2916,C3N-01090-22,,
2917,C3N-00852-26,,
2918,C3L-01283-21,,
2919,C3N-02084-21,,
2920,C3L-00991-24,,
2921,C3N-01656-21,,
2922,C3L-01681-26,,
2923,C3L-01106-21,,
2924,C3L-01286-23,,
2925,C3N-01654-29,,
2926,C3N-00246-26,,
2927,C3N-01808-27,,
2928,C3N-01536-21,,
2929,C3L-01352-21,,
2930,C3N-00646-24,,
2931,C3L-01607-22,,
2932,C3N-01220-26,,
2933,C3N-00313-24,,
2934,C3L-00165-23,,
2935,C3N-01085-24,,
2936,C3L-01885-22,,
2937,C3L-01102-21,,
2938,C3L-00183-22,,
2939,C3N-01175-21,,
2940,C3L-00991-21,,
2941,C3N-01806-21,,
2942,C3L-01352-22,,
2943,C3N-00194-21,,
2944,C3N-02070-21,,
2945,C3L-01836-26,,
2946,C3L-00606-26,,
2947,C3L-00165-25,,
2948,C3L-00103-22,,
2949,C3N-01078-27,,
2950,C3N-01524-23,,
2951,C3L-00968-22,,
2952,C3L-00815-21,,
2953,C3L-02177-21,,
2954,C3L-00969-26,,
2955,C3N-00390-24,,
2956,C3N-00577-26,,
2957,C3L-01279-21,,
2958,C3L-00165-24,,
2959,C3N-02160-26,,
2960,C3N-00314-24,,
2961,C3N-02945-27,,
2962,C3N-01220-22,,
2963,C3N-02723-21,,
2964,C3N-02338-22,,
2965,C3L-01107-22,,
2966,C3N-00647-22,,
2967,C3L-01464-21,,
2968,C3N-00380-26,,
2969,C3N-00177-26,,
2970,C3N-01082-22,,
2971,C3L-02352-22,,
2972,C3N-01078-26,,
2973,C3L-00966-22,,
2974,C3L-01464-22,,
2975,C3L-02556-23,,
2976,C3L-01885-23,,
2977,C3L-00980-26,,
2978,C3N-01178-22,,
2979,C3L-01958-21,,
2980,C3L-01676-23,,
2981,C3L-00561-22,,
2982,C3N-02811-23,,
2983,C3N-01808-26,,
2984,C3N-01648-28,,
2985,C3L-00360-26,,
2986,C3L-02214-22,,
2987,C3N-00435-23,,
2988,C3N-01176-21,,
2989,C3L-01279-23,,
2990,C3L-00799-21,,
2991,C3N-01085-27,,
2992,C3L-00917-21,,
2993,C3L-00969-23,,
2994,C3N-01649-21,,
2995,C3L-00359-21,,
2996,C3L-00966-24,,
2997,C3N-02338-21,,
2998,C3N-01214-23,,
2999,C3N-00492-23,,
3000,C3N-02332-26,,
3001,C3L-00902-21,,
3002,C3N-02224-23,,
3003,C3N-02265-21,,
3004,C3N-01081-26,,
3005,C3N-01090-24,,
3006,C3N-00154-26,,
3007,C3L-01978-22,,
3008,C3L-00004-26,,
3009,C3N-01086-22,,
3010,C3N-00495-25,,
3011,C3N-00435-24,,
3012,C3N-00168-24,,
3013,C3L-01459-21,,
3014,C3L-01106-22,,
3015,C3N-00647-27,,
3016,C3L-01676-25,,
3017,C3L-02352-26,,
3018,C3L-01603-21,,
3019,C3N-01081-24,,
3020,C3N-00380-24,,
3021,C3N-02945-26,,
3022,C3N-00315-24,,
3023,C3N-01522-21,,
3024,C3L-00800-22,,
3025,C3N-01077-23,,
3026,C3N-02439-22,,
3027,C3N-01080-22,,
3028,C3L-00165-26,,
3029,C3L-00418-22,,
3030,C3N-01085-26,,
3031,C3L-00991-23,,
3032,C3N-00390-21,,
3033,C3L-01885-21,,
3034,C3N-01989-22,,
3035,C3N-01905-21,,
3036,C3N-00148-21,,
3037,C3L-00165-22,,
3038,C3N-02063-23,,
3039,C3N-02811-26,,
3040,C3L-01836-21,,
3041,C3L-00103-21,,
3042,C3N-01213-23,,
3043,C3N-01656-22,,
3044,C3N-01091-22,,
3045,C3N-02263-26,,
3046,C3L-00968-21,,
3047,C3N-02439-27,,
3048,C3N-00435-22,,
3049,C3N-00320-25,,
3050,C3N-00437-21,,
3051,C3L-01281-22,,
3052,C3N-01648-22,,
3053,C3L-02202-21,,
3054,C3N-00194-22,,
3055,C3N-02727-21,,
3056,C3L-00995-22,,
3057,C3N-00204-24,,
3058,C3N-03889-23,,
3059,C3N-02925-22,,
3060,C3L-04791-22,,
3061,C3N-00306-22,,
3062,C3N-01337-26,,
3063,C3L-02621-28,,
3064,C3N-03226-23,,
3065,C3N-04278-21,,
3066,C3L-02617-25,,
3067,C3N-03042-22,,
3068,C3L-00994-23,,
3069,C3N-03620-22,,
3070,C3N-01756-25,,
3071,C3N-00306-24,,
3072,C3N-00204-23,,
3073,C3N-03876-21,,
3074,C3L-01237-24,,
3075,C3N-00295-24,,
3076,C3L-01138-21,,
3077,C3L-03378-25,,
3078,C3N-03782-22,,
3079,C3N-00204-22,,
3080,C3L-04025-25,,
3081,C3L-04791-24,,
3082,C3L-00997-27,,
3083,C3N-03013-21,,
3084,C3N-00297-25,,
3085,C3L-04025-21,,
3086,C3N-00828-23,,
3087,C3L-00977-26,,
3088,C3L-00987-22,,
3089,C3L-02617-23,,
3090,C3L-00995-27,,
3091,C3N-03783-23,,
3092,C3N-04153-21,,
3093,C3N-02727-22,,
3094,C3N-03933-21,,
3095,C3N-00829-25,,
3096,C3N-01758-21,,
3097,C3N-01754-21,,
3098,C3L-00995-26,,
3099,C3N-01947-25,,
3100,C3N-04273-23,,
3101,C3N-04273-25,,
3102,C3N-03490-26,,
3103,C3N-03620-23,,
3104,C3N-03490-21,,
3105,C3L-02621-24,,
3106,C3N-02713-23,,
3107,C3N-01757-24,,
3108,C3N-03433-22,,
3109,C3L-02617-27,,
3110,C3L-02621-27,,
3111,C3N-02333-23,,
3112,C3N-03849-22,,
3113,C3L-04849-21,,
3114,C3N-02714-21,,
3115,C3L-02651-24,,
3116,C3N-00204-27,,
3117,C3N-01858-21,,
3118,C3N-00857-22,,
3119,C3N-01757-25,,
3120,C3N-00828-24,,
3121,C3L-04354-24,,
3122,C3L-00994-24,,
3123,C3N-03933-22,,
3124,C3N-03933-26,,
3125,C3N-01752-22,,
3126,C3N-00295-25,,
3127,C3N-00307-23,,
3128,C3N-02333-22,,
3129,C3N-01754-22,,
3130,C3N-02730-23,,
3131,C3N-04153-26,,
3132,C3N-03888-23,,
3133,C3N-01339-25,,
3134,C3N-00828-21,,
3135,C3N-03015-22,,
3136,C3L-04354-26,,
3137,C3N-03620-26,,
3138,C3N-03889-26,,
3139,C3N-02693-21,,
3140,C3L-00987-21,,
3141,C3N-03612-21,,
3142,C3N-01859-21,,
3143,C3N-03488-22,,
3144,C3L-00999-24,,
3145,C3N-03888-26,,
3146,C3L-00994-22,,
3147,C3N-03226-21,,
3148,C3L-04791-27,,
3149,C3N-03612-23,,
3150,C3N-00498-23,,
3151,C3L-04791-21,,
3152,C3L-04025-27,,
3153,C3N-03045-22,,
3154,C3L-03378-24,,
3155,C3N-01947-22,,
3156,C3N-04152-21,,
3157,C3N-01946-21,,
3158,C3N-02700-26,,
3159,C3N-00846-26,,
3160,C3N-03612-22,,
3161,C3L-04354-22,,
3162,C3N-01756-21,,
3163,C3N-03487-26,,
3164,C3N-04273-21,,
3165,C3N-03490-22,,
3166,C3N-03619-22,,
3167,C3N-03889-21,,
3168,C3N-03837-21,,
3169,C3N-03490-23,,
3170,C3N-01337-24,,
3171,C3L-04354-23,,
3172,C3N-00297-24,,
3173,C3L-01138-26,,
3174,C3N-00829-23,,
3175,C3L-02617-24,,
3176,C3N-03928-26,,
3177,C3N-00871-22,,
3178,C3N-02700-21,,
3179,C3N-03878-23,,
3180,C3N-01758-24,,
3181,C3N-00306-23,,
3182,C3N-03619-26,,
3183,C3N-03042-23,,
3184,C3N-00828-22,,
3185,C3N-02700-23,,
3186,C3L-00999-21,,
3187,C3N-03226-26,,
3188,C3N-03928-22,,
3189,C3N-01944-24,,
3190,C3L-04354-21,,
3191,C3N-01645-23,,
3192,C3N-04611-23,,
3193,C3N-03878-22,,
3194,C3N-00828-25,,
3195,C3L-00977-22,,
3196,C3N-00297-22,,
3197,C3L-02617-22,,
3198,C3N-00829-22,,
3199,C3N-02700-22,,
3200,C3N-04153-22,,
3201,C3L-02617-21,,
3202,C3N-02713-26,,
3203,C3N-04279-21,,
3204,C3N-00204-21,,
3205,C3N-03849-23,,
3206,C3N-00825-23,,
3207,C3N-03008-23,,
3208,C3N-03015-21,,
3209,C3N-03456-21,,
3210,C3N-03028-24,,
3211,C3N-03619-23,,
3212,C3L-04025-26,,
3213,C3L-04791-26,,
3214,C3N-01943-23,,
3215,C3N-03876-22,,
3216,C3N-00299-22,,
3217,C3N-00306-25,,
3218,C3N-03620-21,,
3219,C3N-00307-24,,
3220,C3N-00299-23,,
3221,C3L-02621-26,,
3222,C3N-03488-23,,
3223,C3N-00299-24,,
3224,C3L-04354-25,,
3225,C3N-00846-23,,
3226,C3N-00519-25,,
3227,C3N-03487-21,,
3228,C3N-02716-22,,
3229,C3N-03042-25,,
3230,C3N-03042-26,,
3231,C3N-00498-25,,
3232,C3N-04611-21,,
3233,C3L-02651-26,,
3234,C3N-03837-22,,
3235,C3N-03488-21,,
3236,C3L-00997-24,,
3237,C3N-03457-22,,
3238,C3N-04280-23,,
3239,C3N-02716-23,,
3240,C3N-03781-21,,
3241,C3N-02713-22,,
3242,C3N-04151-23,,
3243,C3L-02651-23,,
3244,C3N-04275-25,,
3245,C3N-02925-23,,
3246,C3L-00987-24,,
3247,C3N-01755-22,,
3248,C3N-00297-21,,
3249,C3N-03878-21,,
3250,C3N-00307-25,,
3251,C3N-04152-23,,
3252,C3N-03837-23,,
3253,C3N-00295-21,,
3254,C3L-02621-23,,
3255,C3N-03612-26,,
3256,C3L-00987-27,,
3257,C3N-00498-21,,
3258,C3L-00987-23,,
3259,C3N-00307-22,,
3260,C3L-04791-25,,
3261,C3N-03027-23,,
3262,C3L-00994-26,,
3263,C3N-01620-23,,
3264,C3N-03042-24,,
3265,C3N-00519-22,,
3266,C3L-04025-23,,
3267,C3L-00997-21,,
3268,C3L-02651-21,,
3269,C3N-00871-21,,
3270,C3N-03458-21,,
3271,C3N-03876-23,,
3272,C3L-02617-28,,
3273,C3N-00519-21,,
3274,C3N-03928-23,,
3275,C3N-03664-21,,
3276,C3N-01755-21,,
3277,C3L-04844-23,,
3278,C3N-03664-22,,
3279,C3N-04152-22,,
3280,C3L-04844-22,,
3281,C3N-02727-23,,
3282,C3N-01945-24,,
3283,C3N-04611-26,,
3284,C3N-01338-22,,
3285,C3N-03045-21,,
3286,C3L-00987-26,,
3287,C3N-00299-25,,
3288,C3N-03928-21,,
3289,C3N-01948-21,,
3290,C3N-02714-26,,
3291,C3N-00519-24,,
3292,C3N-02730-22,,
3293,C3L-04844-21,,
3294,C3N-02714-23,,
3295,C3N-01858-22,,
3296,C3L-02651-28,,
3297,C3L-04791-28,,
3298,C3N-01758-22,,
3299,C3N-01948-23,,
3300,C3N-04151-26,,
3301,C3N-01340-21,,
3302,C3N-02714-22,,
3303,C3N-02730-21,,
3304,C3N-02333-26,,
3305,C3N-00822-25,,
3306,C3N-03664-26,,
3307,C3N-03042-21,,
3308,C3L-02617-26,,
3309,C3N-00829-24,,
3310,C3N-00519-23,,
3311,C3L-04849-22,,
3312,C3N-03841-22,,
3313,C3N-03013-23,,
3314,C3N-03011-23,,
3315,C3N-03488-26,,
3316,C3N-03012-21,,
3317,C3N-03619-21,,
3318,C3L-04354-28,,
3319,C3L-02621-21,,
3320,C3L-04025-28,,
3321,C3N-03664-23,,
3322,C3L-04025-24,,
3323,C3L-00995-23,,
3324,C3N-04151-22,,
3325,C3L-00994-27,,
3326,C3N-03889-22,,
3327,C3N-02925-21,,
3328,C3N-00307-21,,
3329,C3N-04152-26,,
3330,C3N-03783-21,,
3331,C3N-01620-21,,
3332,C3N-01944-21,,
3333,C3L-02651-27,,
3334,C3N-00306-21,,
3335,C3N-02279-21,,
3336,C3N-01755-23,,
3337,C3N-00829-21,,
3338,C3N-03888-21,,
3339,C3N-03487-23,,
3340,C3N-02727-26,,
3341,C3N-04278-25,,
3342,C3N-02694-22,,
3343,C3L-02651-22,,
3344,C3N-01338-21,,
3345,C3N-03457-23,,
3346,C3N-03027-21,,
3347,C3L-02621-25,,
3348,C3N-03782-21,,
3349,C3L-01237-26,,
3350,C3N-02333-21,,
3351,C3N-00498-24,,
3352,C3N-02716-21,,
3353,C3N-03008-21,,
3354,C3N-03841-23,,
3355,C3N-00846-21,,
3356,C3N-04611-22,,
3357,C3N-00825-25,,
3358,C3N-01381-22,,
3359,C3L-00622-24,,
3360,C3L-04475-24,,
3361,C3L-04473-21,,
3362,C3N-00302-24,,
3363,C3N-03211-23,,
3364,C3L-01971-25,,
3365,C3L-03394-24,,
3366,C3L-01160-24,,
3367,C3L-03388-26,,
3368,C3L-04027-22,,
3369,C3L-01160-21,,
3370,C3N-00518-22,,
3371,C3N-01998-23,,
3372,C3L-00928-22,,
3373,C3L-03743-21,,
3374,C3N-01997-22,,
3375,C3N-02579-21,,
3376,C3L-01124-21,,
3377,C3L-00277-22,,
3378,C3N-01375-23,,
3379,C3N-03039-24,,
3380,C3L-04853-21,,
3381,C3N-02010-23,,
3382,C3N-02940-21,,
3383,C3N-02295-21,,
3384,C3L-00189-23,,
3385,C3L-01032-24,,
3386,C3L-01051-24,,
3387,C3N-00198-26,,
3388,C3L-00819-26,,
3389,C3L-02701-21,,
3390,C3L-00017-24,,
3391,C3N-01388-22,,
3392,C3L-01703-26,,
3393,C3N-03439-23,,
3394,C3N-03440-24,,
3395,C3L-04027-25,,
3396,C3L-02809-21,,
3397,C3L-03394-23,,
3398,C3L-00881-26,,
3399,C3L-01453-22,,
3400,C3L-00622-23,,
3401,C3L-00885-21,,
3402,C3L-01037-23,,
3403,C3N-00302-21,,
3404,C3L-01051-22,,
3405,C3L-02809-22,,
3406,C3L-04495-28,,
3407,C3L-00401-22,,
3408,C3L-03630-24,,
3409,C3L-01971-23,,
3410,C3L-00598-24,,
3411,C3N-00957-22,,
3412,C3N-01715-22,,
3413,C3L-01703-28,,
3414,C3L-04495-30,,
3415,C3L-03350-24,,
3416,C3L-01971-24,,
3417,C3N-03039-23,,
3418,C3L-00928-23,,
3419,C3L-03129-23,,
3420,C3N-00514-21,,
3421,C3N-01011-22,,
3422,C3L-00017-22,,
3423,C3L-03394-22,,
3424,C3N-03840-22,,
3425,C3N-03884-23,,
3426,C3L-03356-28,,
3427,C3N-02592-21,,
3428,C3N-03839-21,,
3429,C3L-02606-23,,
3430,C3L-00640-26,,
3431,C3N-00303-24,,
3432,C3N-03000-22,,
3433,C3L-01662-21,,
3434,C3L-02701-22,,
3435,C3L-04027-27,,
3436,C3L-01971-22,,
3437,C3L-01662-26,,
3438,C3N-01011-27,,
3439,C3L-01032-25,,
3440,C3L-00277-24,,
3441,C3N-03039-25,,
3442,C3L-02890-24,,
3443,C3N-01168-23,,
3444,C3L-04027-23,,
3445,C3L-04473-24,,
3446,C3N-03884-21,,
3447,C3N-00709-26,,
3448,C3L-01702-23,,
3449,C3L-04473-23,,
3450,C3N-02585-21,,
3451,C3N-00957-23,,
3452,C3L-03371-24,,
3453,C3L-03624-24,,
3454,C3N-00249-22,,
3455,C3L-00395-21,,
3456,C3L-01036-22,,
3457,C3L-00881-21,,
3458,C3L-00819-22,,
3459,C3N-03854-22,,
3460,C3L-01037-25,,
3461,C3L-04479-21,,
3462,C3N-01168-22,,
3463,C3L-00625-21,,
3464,C3L-02701-28,,
3465,C3N-04283-23,,
3466,C3L-01052-22,,
3467,C3N-00517-21,,
3468,C3N-02573-22,,
3469,C3L-01031-25,,
3470,C3L-00589-26,,
3471,C3L-03624-22,,
3472,C3N-00303-22,,
3473,C3L-00819-21,,
3474,C3L-00928-21,,
3475,C3L-03743-24,,
3476,C3N-02579-22,,
3477,C3L-01158-23,,
3478,C3L-02118-23,,
3479,C3L-01971-26,,
3480,C3L-03639-23,,
3481,C3N-02939-23,,
3482,C3N-01715-21,,
3483,C3L-00622-22,,
3484,C3N-01166-22,,
3485,C3N-02010-27,,
3486,C3N-01375-22,,
3487,C3N-03665-23,,
3488,C3N-03039-22,,
3489,C3L-00189-22,,
3490,C3L-01052-24,,
3491,C3N-03884-22,,
3492,C3L-00017-21,,
3493,C3L-01453-26,,
3494,C3L-02809-24,,
3495,C3L-02610-21,,
3496,C3L-00189-24,,
3497,C3N-01998-22,,
3498,C3L-03395-25,,
3499,C3N-01378-22,,
3500,C3N-01012-27,,
3501,C3N-03061-21,,
3502,C3L-03395-23,,
3503,C3N-04282-21,,
3504,C3N-02585-23,,
3505,C3L-03388-22,,
3506,C3L-00277-26,,
3507,C3N-03853-22,,
3508,C3L-00017-23,,
3509,C3N-00518-21,,
3510,C3L-04072-21,,
3511,C3N-03839-23,,
3512,C3N-03778-21,,
3513,C3N-03780-24,,
3514,C3N-00436-22,,
3515,C3L-03356-29,,
3516,C3L-00102-21,,
3517,C3L-03123-24,,
3518,C3L-02701-25,,
3519,C3L-01687-24,,
3520,C3N-01380-21,,
3521,C3N-02589-23,,
3522,C3L-04475-23,,
3523,C3L-00102-22,,
3524,C3N-01900-24,,
3525,C3N-00436-21,,
3526,C3L-01598-22,,
3527,C3L-02604-21,,
3528,C3N-01380-23,,
3529,C3N-02069-21,,
3530,C3N-03006-21,,
3531,C3N-00198-23,,
3532,C3N-02295-24,,
3533,C3L-02463-25,,
3534,C3N-01383-23,,
3535,C3L-01053-27,,
3536,C3N-01897-23,,
3537,C3L-02463-24,,
3538,C3L-00401-25,,
3539,C3L-03743-25,,
3540,C3N-03854-23,,
3541,C3N-01998-21,,
3542,C3N-00513-24,,
3543,C3N-01382-21,,
3544,C3L-01453-24,,
3545,C3N-02971-21,,
3546,C3N-03069-23,,
3547,C3L-00885-25,,
3548,C3N-01011-26,,
3549,C3L-03628-27,,
3550,C3N-01383-21,,
3551,C3L-03624-21,,
3552,C3N-02944-22,,
3553,C3N-02573-23,,
3554,C3L-00885-26,,
3555,C3L-03350-21,,
3556,C3L-03350-23,,
3557,C3L-00885-22,,
3558,C3L-01158-25,,
3559,C3L-01051-23,,
3560,C3N-00436-25,,
3561,C3L-04080-23,,
3562,C3L-02613-23,,
3563,C3N-00954-21,,
3564,C3N-02010-21,,
3565,C3L-02463-23,,
3566,C3L-01328-21,,
3567,C3L-04027-21,,
3568,C3L-03743-22,,
3569,C3L-02118-22,,
3570,C3L-00102-26,,
3571,C3L-04495-29,,
3572,C3L-01036-21,,
3573,C3L-03371-22,,
3574,C3L-02606-22,,
3575,C3N-01011-23,,
3576,C3N-02069-22,,
3577,C3L-02118-24,,
3578,C3L-02890-22,,
3579,C3N-03428-21,,
3580,C3L-00625-22,,
3581,C3L-02610-24,,
3582,C3L-01598-23,,
3583,C3N-02939-22,,
3584,C3L-04475-21,,
3585,C3N-00518-23,,
3586,C3N-02573-21,,
3587,C3N-03069-21,,
3588,C3N-02998-23,,
3589,C3L-02613-24,,
3590,C3L-02109-23,,
3591,C3N-04126-23,,
3592,C3L-03630-23,,
3593,C3L-03123-23,,
3594,C3L-02118-21,,
3595,C3L-00881-23,,
3596,C3L-04072-22,,
3597,C3L-03356-27,,
3598,C3N-03069-22,,
3599,C3L-02701-23,,
3600,C3L-02890-21,,
3601,C3L-01054-25,,
3602,C3N-02939-21,,
3603,C3N-03428-22,,
3604,C3N-02768-23,,
3605,C3N-01716-23,,
3606,C3L-04027-28,,
3607,C3L-03129-24,,
3608,C3N-00303-25,,
3609,C3L-03371-25,,
3610,C3N-02697-21,,
3611,C3L-02809-26,,
3612,C3N-00512-25,,
3613,C3N-01389-22,,
3614,C3N-03853-23,,
3615,C3L-02115-28,,
3616,C3L-01052-23,,
3617,C3N-01012-22,,
3618,C3L-00599-24,,
3619,C3L-00622-21,,
3620,C3L-02809-23,,
3621,C3L-02809-25,,
3622,C3L-01637-26,,
3623,C3L-02606-21,,
3624,C3L-03639-22,,
3625,C3L-01687-22,,
3626,C3L-00589-21,,
3627,C3N-01719-24,,
3628,C3L-01662-23,,
3629,C3L-03635-22,,
3630,C3L-00885-24,,
3631,C3L-03639-21,,
3632,C3L-02115-29,,
3633,C3N-02944-21,,
3634,C3L-03635-21,,
3635,C3L-03743-26,,
3636,C3N-00516-21,,
3637,C3N-03666-21,,
3638,C3N-04126-22,,
3639,C3N-03840-21,,
3640,C3L-02701-24,,
3641,C3L-00625-25,,
3642,C3N-02590-23,,
3643,C3N-02997-23,,
3644,C3N-03061-22,,
3645,C3N-00954-23,,
3646,C3N-00957-27,,
3647,C3L-01328-24,,
3648,C3N-03061-23,,
3649,C3L-00599-23,,
3650,C3L-01971-21,,
3651,C3L-03123-22,,
3652,C3L-04027-26,,
3653,C3N-00709-21,,
3654,C3L-01687-23,,
3655,C3L-02116-22,,
3656,C3N-02971-23,,
3657,C3N-00957-21,,
3658,C3L-02463-22,,
3659,C3L-00017-25,,
3660,C3L-00401-24,,
3661,C3L-01124-24,,
3662,C3L-03129-21,,
3663,C3N-02591-21,,
3664,C3N-01381-21,,
3665,C3N-04119-22,,
3666,C3N-03754-21,,
3667,C3L-02109-21,,
3668,C3N-03670-21,,
3669,C3L-00395-22,,
3670,C3N-00198-22,,
3671,C3N-02585-22,,
3672,C3N-03853-21,,
3673,C3N-00302-23,,
3674,C3N-04119-21,,
3675,C3L-00401-28,,
3676,C3N-02971-22,,
3677,C3L-02899-26,,
3678,C3L-01453-21,,
3679,C3L-03123-21,,
3680,C3N-01379-21,,
3681,C3N-03665-21,,
3682,C3N-02768-22,,
3683,C3N-03039-26,,
3684,C3L-01453-23,,
3685,C3L-01031-21,,
3686,C3L-00277-25,,
3687,C3N-00302-22,,
3688,C3N-03039-21,,
3689,C3L-03635-23,,
3690,C3L-02463-26,,
3691,C3L-00017-26,,
3692,C3L-04853-22,,
3693,C3L-02610-22,,
3694,C3L-01031-23,,
3695,C3N-02768-21,,
3696,C3N-01900-23,,
3697,C3L-02701-26,,
3698,C3L-03639-24,,
3699,C3L-00881-25,,
3700,C3N-01165-22,,
3701,C3N-01907-21,,
3702,C3N-03211-22,,
3703,C3L-03129-22,,
3704,C3L-00640-22,,
3705,C3N-04126-21,,
3706,C3N-03211-21,,
3707,C3N-00954-27,,
3708,C3N-00302-25,,
3709,C3L-00598-21,,
3710,C3L-00599-21,,
3711,C3L-02899-22,,
3712,C3L-00395-24,,
3713,C3L-01689-22,,
3714,C3N-00518-25,,
3715,C3N-01011-21,,
3716,C3L-01328-23,,
3717,C3L-03350-22,,
3718,C3N-03840-23,,
3719,C3N-00954-22,,
3720,C3L-00598-22,,
3721,C3N-00511-25,,
3722,C3L-03395-22,,
3723,C3L-02606-24,,
3724,C3L-01328-22,,
3725,C3L-01054-23,,
3726,C3L-01160-25,,
3727,C3L-00277-21,,
3728,C3L-01637-22,,
3729,C3L-00189-21,,
3730,C3L-01158-21,,
3731,C3L-00277-23,,
3732,C3N-03426-24,,
3733,C3L-01053-23,,
3734,C3N-03854-21,,
3735,C3N-04119-23,,
3736,C3L-04479-22,,
3737,C3N-00249-21,,
3738,C3N-01382-22,,
3739,C3L-01689-24,,
3740,C3N-02944-23,,
3741,C3N-01012-21,,
3742,C3N-03426-21,,
3743,C3L-02109-22,,
3744,C3N-03439-22,,
3745,C3L-01052-21,,
3746,C3N-01997-21,,
3747,C3L-02112-24,,
3748,C3N-00516-25,,
3749,C3N-01165-23,,
3750,C3L-00598-23,,
3751,C3N-02592-25,,
3752,C3N-01379-22,,
3753,C3N-00303-21,,
3754,C3L-04473-22,,
3755,C3L-01124-22,,
3756,C3L-02463-21,,
3757,C3N-00511-23,,
3758,C3L-04080-24,,
3759,C3N-03440-21,,
3760,C3L-02613-22,,
3761,C3N-02590-21,,
3762,C3L-02115-26,,
3763,C3N-00517-25,,
3764,C3L-03126-23,,
3765,C3L-00881-22,,
3766,C3L-02613-21,,
3767,C3N-02069-23,,
3768,C3L-01702-24,,
3769,C3L-02116-24,,
3770,C3L-00640-23,,
3771,C3L-01637-23,,
3772,C3N-02997-21,,
3773,C3L-00395-23,,
3774,C3L-02610-23,,
3775,C3L-04080-21,,
3776,C3L-04080-22,,
3777,C3L-04475-22,,
3778,C3L-03628-28,,
3779,C3L-02115-27,,
3780,C3L-00599-22,,
3781,C3N-04158-23,,
3782,C3L-02852-21,,
3783,C3L-01601-23,,
3784,C3L-01038-23,,
3785,C3L-03956-21,,
3786,C3N-03221-23,,
3787,C3N-03096-27,,
3788,C3L-02203-21,,
3789,C3L-02103-23,,
3790,C3L-03197-21,,
3791,C3N-03214-21,,
3792,C3N-00843-22,,
3793,C3L-06162-21,,
3794,C3N-00645-26,,
3795,C3N-02340-26,,
3796,C3L-00567-21,,
3797,C3L-01059-24,,
3798,C3N-02064-22,,
3799,C3L-01706-27,,
3800,C3N-01523-21,,
