,train,val,test
C3N-00953-23,True,False,False
C3L-00561-26,True,False,False
C3L-00969-24,True,False,False
C3N-00577-27,True,False,False
C3N-00312-24,True,False,False
C3N-02338-23,True,False,False
C3L-00966-23,True,False,False
C3N-02723-23,True,False,False
C3N-00646-27,True,False,False
C3L-02551-26,True,False,False
C3N-00733-21,True,False,False
C3L-00359-23,True,False,False
C3N-00317-21,True,False,False
C3L-00970-26,True,False,False
C3N-00320-21,True,False,False
C3L-00910-22,True,False,False
C3N-00177-22,True,False,False
C3N-01078-22,True,False,False
C3L-01976-22,True,False,False
C3N-00831-21,True,False,False
C3L-01676-27,True,False,False
C3N-00154-24,True,False,False
C3N-00312-23,True,False,False
C3N-01077-26,True,False,False
C3L-02201-21,True,False,False
C3N-00646-22,True,False,False
C3L-00982-22,True,False,False
C3N-02015-23,True,False,False
C3L-00970-23,True,False,False
C3N-01077-27,True,False,False
C3N-00492-21,True,False,False
C3L-02364-21,True,False,False
C3N-02264-21,True,False,False
C3N-01085-22,True,False,False
C3L-01954-21,True,False,False
C3N-01905-29,True,False,False
C3N-02763-21,True,False,False
C3N-00149-26,True,False,False
C3N-00646-26,True,False,False
C3N-00317-23,True,False,False
C3N-00573-27,True,False,False
C3N-01078-24,True,False,False
C3L-02220-26,True,False,False
C3L-01107-27,True,False,False
C3L-01034-23,True,False,False
C3L-00966-25,True,False,False
C3L-00982-21,True,False,False
C3L-00969-22,True,False,False
C3L-01470-21,True,False,False
C3N-02439-21,True,False,False
C3N-02265-25,True,False,False
C3N-00495-22,True,False,False
C3N-00380-22,True,False,False
C3N-01083-27,True,False,False
C3N-01088-22,True,False,False
C3N-00315-22,True,False,False
C3L-00079-26,True,False,False
C3N-00314-21,True,False,False
C3N-02723-26,True,False,False
C3L-01951-22,True,False,False
C3L-00583-21,True,False,False
C3L-01034-25,True,False,False
C3L-02220-23,True,False,False
C3N-00314-25,True,False,False
C3N-02248-23,True,False,False
C3N-00390-22,True,False,False
C3L-00606-21,True,False,False
C3N-01828-21,True,False,False
C3L-00902-26,True,False,False
C3L-01553-21,True,False,False
C3L-00026-26,True,False,False
C3N-02224-26,True,False,False
C3L-02544-23,True,False,False
C3N-01077-24,True,False,False
C3N-01524-21,True,False,False
C3L-00902-22,True,False,False
C3N-01179-22,True,False,False
C3N-01828-26,True,False,False
C3L-01033-23,True,False,False
C3L-00607-21,True,False,False
C3L-00966-27,True,False,False
C3L-02841-21,True,False,False
C3L-01681-27,True,False,False
C3L-01286-26,True,False,False
C3N-00380-21,True,False,False
C3L-02857-21,True,False,False
C3L-00910-21,True,False,False
C3N-00390-23,True,False,False
C3L-01603-22,True,False,False
C3N-02761-22,True,False,False
C3N-01657-23,True,False,False
C3N-00646-21,True,False,False
C3L-00910-26,True,False,False
C3N-00577-21,True,False,False
C3N-00573-26,True,False,False
C3L-01286-21,True,False,False
C3N-00242-26,True,False,False
C3N-01200-21,True,False,False
C3N-01086-26,True,False,False
C3L-00359-22,True,False,False
C3N-01808-21,True,False,False
C3L-01313-26,True,False,False
C3L-00970-22,True,False,False
C3N-02429-22,True,False,False
C3L-01882-21,True,False,False
C3N-01078-23,True,False,False
C3L-02842-21,True,False,False
C3L-00796-21,True,False,False
C3N-00491-22,True,False,False
C3N-00380-23,True,False,False
C3N-01176-25,True,False,False
C3L-00813-22,True,False,False
C3N-02082-23,True,False,False
C3L-02551-22,True,False,False
C3N-02160-21,True,False,False
C3N-02726-21,True,False,False
C3N-00177-23,True,False,False
C3N-01536-22,True,False,False
C3N-00315-23,True,False,False
C3N-00154-27,True,False,False
C3L-01882-26,True,False,False
C3N-01085-21,True,False,False
C3L-01676-21,True,False,False
C3L-01286-22,True,False,False
C3L-01963-21,True,False,False
C3N-01090-22,True,False,False
C3N-00852-26,True,False,False
C3L-01283-21,True,False,False
C3N-02084-21,True,False,False
C3L-00991-24,True,False,False
C3N-01656-21,True,False,False
C3L-01681-26,True,False,False
C3L-01106-21,True,False,False
C3L-01286-23,True,False,False
C3N-01654-29,True,False,False
C3N-00246-26,True,False,False
C3N-01808-27,True,False,False
C3N-01536-21,True,False,False
C3L-01352-21,True,False,False
C3N-00646-24,True,False,False
C3L-01607-22,True,False,False
C3N-01220-26,True,False,False
C3N-00313-24,True,False,False
C3L-00165-23,True,False,False
C3N-01085-24,True,False,False
C3L-01885-22,True,False,False
C3L-01102-21,True,False,False
C3L-00183-22,True,False,False
C3N-01175-21,True,False,False
C3L-00991-21,True,False,False
C3N-01806-21,True,False,False
C3L-01352-22,True,False,False
C3N-00194-21,True,False,False
C3N-02070-21,True,False,False
C3L-01836-26,True,False,False
C3L-00606-26,True,False,False
C3L-00165-25,True,False,False
C3L-00103-22,True,False,False
C3N-01078-27,True,False,False
C3N-01524-23,True,False,False
C3L-00968-22,True,False,False
C3L-00815-21,True,False,False
C3L-02177-21,True,False,False
C3L-00969-26,True,False,False
C3N-00390-24,True,False,False
C3N-00577-26,True,False,False
C3L-01279-21,True,False,False
C3L-00165-24,True,False,False
C3N-02160-26,True,False,False
C3N-00314-24,True,False,False
C3N-02945-27,True,False,False
C3N-01220-22,True,False,False
C3N-02723-21,True,False,False
C3N-02338-22,True,False,False
C3L-01107-22,True,False,False
C3N-00647-22,True,False,False
C3L-01464-21,True,False,False
C3N-00380-26,True,False,False
C3N-00177-26,True,False,False
C3N-01082-22,True,False,False
C3L-02352-22,True,False,False
C3N-01078-26,True,False,False
C3L-00966-22,True,False,False
C3L-01464-22,True,False,False
C3L-02556-23,True,False,False
C3L-01885-23,True,False,False
C3L-00980-26,True,False,False
C3N-01178-22,True,False,False
C3L-01958-21,True,False,False
C3L-01676-23,True,False,False
C3L-00561-22,True,False,False
C3N-02811-23,True,False,False
C3N-01808-26,True,False,False
C3N-01648-28,True,False,False
C3L-00360-26,True,False,False
C3L-02214-22,True,False,False
C3N-00435-23,True,False,False
C3N-01176-21,True,False,False
C3L-01279-23,True,False,False
C3L-00799-21,True,False,False
C3N-01085-27,True,False,False
C3L-00917-21,True,False,False
C3L-00969-23,True,False,False
C3N-01649-21,True,False,False
C3L-00359-21,True,False,False
C3L-00966-24,True,False,False
C3N-02338-21,True,False,False
C3N-01214-23,True,False,False
C3N-00492-23,True,False,False
C3N-02332-26,True,False,False
C3L-00902-21,True,False,False
C3N-02224-23,True,False,False
C3N-02265-21,True,False,False
C3N-01081-26,True,False,False
C3N-01090-24,True,False,False
C3N-00154-26,True,False,False
C3L-01978-22,True,False,False
C3L-00004-26,True,False,False
C3N-01086-22,True,False,False
C3N-00495-25,True,False,False
C3N-00435-24,True,False,False
C3N-00168-24,True,False,False
C3L-01459-21,True,False,False
C3L-01106-22,True,False,False
C3N-00647-27,True,False,False
C3L-01676-25,True,False,False
C3L-02352-26,True,False,False
C3L-01603-21,True,False,False
C3N-01081-24,True,False,False
C3N-00380-24,True,False,False
C3N-02945-26,True,False,False
C3N-00315-24,True,False,False
C3N-01522-21,True,False,False
C3L-00800-22,True,False,False
C3N-01077-23,True,False,False
C3N-02439-22,True,False,False
C3N-01080-22,True,False,False
C3L-00165-26,True,False,False
C3L-00418-22,True,False,False
C3N-01085-26,True,False,False
C3L-00991-23,True,False,False
C3N-00390-21,True,False,False
C3L-01885-21,True,False,False
C3N-01989-22,True,False,False
C3N-01905-21,True,False,False
C3N-00148-21,True,False,False
C3L-00165-22,True,False,False
C3N-02063-23,True,False,False
C3N-02811-26,True,False,False
C3L-01836-21,True,False,False
C3L-00103-21,True,False,False
C3N-01213-23,True,False,False
C3N-01656-22,True,False,False
C3N-01091-22,True,False,False
C3N-02263-26,True,False,False
C3L-00968-21,True,False,False
C3N-02439-27,True,False,False
C3N-00435-22,True,False,False
C3N-00320-25,True,False,False
C3N-00437-21,True,False,False
C3L-01281-22,True,False,False
C3N-01648-22,True,False,False
C3L-02202-21,True,False,False
C3N-00194-22,True,False,False
C3N-02727-21,True,False,False
C3L-00995-22,True,False,False
C3N-00204-24,True,False,False
C3N-03889-23,True,False,False
C3N-02925-22,True,False,False
C3L-04791-22,True,False,False
C3N-00306-22,True,False,False
C3N-01337-26,True,False,False
C3L-02621-28,True,False,False
C3N-03226-23,True,False,False
C3N-04278-21,True,False,False
C3L-02617-25,True,False,False
C3N-03042-22,True,False,False
C3L-00994-23,True,False,False
C3N-03620-22,True,False,False
C3N-01756-25,True,False,False
C3N-00306-24,True,False,False
C3N-00204-23,True,False,False
C3N-03876-21,True,False,False
C3L-01237-24,True,False,False
C3N-00295-24,True,False,False
C3L-01138-21,True,False,False
C3L-03378-25,True,False,False
C3N-03782-22,True,False,False
C3N-00204-22,True,False,False
C3L-04025-25,True,False,False
C3L-04791-24,True,False,False
C3L-00997-27,True,False,False
C3N-03013-21,True,False,False
C3N-00297-25,True,False,False
C3L-04025-21,True,False,False
C3N-00828-23,True,False,False
C3L-00977-26,True,False,False
C3L-00987-22,True,False,False
C3L-02617-23,True,False,False
C3L-00995-27,True,False,False
C3N-03783-23,True,False,False
C3N-04153-21,True,False,False
C3N-02727-22,True,False,False
C3N-03933-21,True,False,False
C3N-00829-25,True,False,False
C3N-01758-21,True,False,False
C3N-01754-21,True,False,False
C3L-00995-26,True,False,False
C3N-01947-25,True,False,False
C3N-04273-23,True,False,False
C3N-04273-25,True,False,False
C3N-03490-26,True,False,False
C3N-03620-23,True,False,False
C3N-03490-21,True,False,False
C3L-02621-24,True,False,False
C3N-02713-23,True,False,False
C3N-01757-24,True,False,False
C3N-03433-22,True,False,False
C3L-02617-27,True,False,False
C3L-02621-27,True,False,False
C3N-02333-23,True,False,False
C3N-03849-22,True,False,False
C3L-04849-21,True,False,False
C3N-02714-21,True,False,False
C3L-02651-24,True,False,False
C3N-00204-27,True,False,False
C3N-01858-21,True,False,False
C3N-00857-22,True,False,False
C3N-01757-25,True,False,False
C3N-00828-24,True,False,False
C3L-04354-24,True,False,False
C3L-00994-24,True,False,False
C3N-03933-22,True,False,False
C3N-03933-26,True,False,False
C3N-01752-22,True,False,False
C3N-00295-25,True,False,False
C3N-00307-23,True,False,False
C3N-02333-22,True,False,False
C3N-01754-22,True,False,False
C3N-02730-23,True,False,False
C3N-04153-26,True,False,False
C3N-03888-23,True,False,False
C3N-01339-25,True,False,False
C3N-00828-21,True,False,False
C3N-03015-22,True,False,False
C3L-04354-26,True,False,False
C3N-03620-26,True,False,False
C3N-03889-26,True,False,False
C3N-02693-21,True,False,False
C3L-00987-21,True,False,False
C3N-03612-21,True,False,False
C3N-01859-21,True,False,False
C3N-03488-22,True,False,False
C3L-00999-24,True,False,False
C3N-03888-26,True,False,False
C3L-00994-22,True,False,False
C3N-03226-21,True,False,False
C3L-04791-27,True,False,False
C3N-03612-23,True,False,False
C3N-00498-23,True,False,False
C3L-04791-21,True,False,False
C3L-04025-27,True,False,False
C3N-03045-22,True,False,False
C3L-03378-24,True,False,False
C3N-01947-22,True,False,False
C3N-04152-21,True,False,False
C3N-01946-21,True,False,False
C3N-02700-26,True,False,False
C3N-00846-26,True,False,False
C3N-03612-22,True,False,False
C3L-04354-22,True,False,False
C3N-01756-21,True,False,False
C3N-03487-26,True,False,False
C3N-04273-21,True,False,False
C3N-03490-22,True,False,False
C3N-03619-22,True,False,False
C3N-03889-21,True,False,False
C3N-03837-21,True,False,False
C3N-03490-23,True,False,False
C3N-01337-24,True,False,False
C3L-04354-23,True,False,False
C3N-00297-24,True,False,False
C3L-01138-26,True,False,False
C3N-00829-23,True,False,False
C3L-02617-24,True,False,False
C3N-03928-26,True,False,False
C3N-00871-22,True,False,False
C3N-02700-21,True,False,False
C3N-03878-23,True,False,False
C3N-01758-24,True,False,False
C3N-00306-23,True,False,False
C3N-03619-26,True,False,False
C3N-03042-23,True,False,False
C3N-00828-22,True,False,False
C3N-02700-23,True,False,False
C3L-00999-21,True,False,False
C3N-03226-26,True,False,False
C3N-03928-22,True,False,False
C3N-01944-24,True,False,False
C3L-04354-21,True,False,False
C3N-01645-23,True,False,False
C3N-04611-23,True,False,False
C3N-03878-22,True,False,False
C3N-00828-25,True,False,False
C3L-00977-22,True,False,False
C3N-00297-22,True,False,False
C3L-02617-22,True,False,False
C3N-00829-22,True,False,False
C3N-02700-22,True,False,False
C3N-04153-22,True,False,False
C3L-02617-21,True,False,False
C3N-02713-26,True,False,False
C3N-04279-21,True,False,False
C3N-00204-21,True,False,False
C3N-03849-23,True,False,False
C3N-00825-23,True,False,False
C3N-03008-23,True,False,False
C3N-03015-21,True,False,False
C3N-03456-21,True,False,False
C3N-03028-24,True,False,False
C3N-03619-23,True,False,False
C3L-04025-26,True,False,False
C3L-04791-26,True,False,False
C3N-01943-23,True,False,False
C3N-03876-22,True,False,False
C3N-00299-22,True,False,False
C3N-00306-25,True,False,False
C3N-03620-21,True,False,False
C3N-00307-24,True,False,False
C3N-00299-23,True,False,False
C3L-02621-26,True,False,False
C3N-03488-23,True,False,False
C3N-00299-24,True,False,False
C3L-04354-25,True,False,False
C3N-00846-23,True,False,False
C3N-00519-25,True,False,False
C3N-03487-21,True,False,False
C3N-02716-22,True,False,False
C3N-03042-25,True,False,False
C3N-03042-26,True,False,False
C3N-00498-25,True,False,False
C3N-04611-21,True,False,False
C3L-02651-26,True,False,False
C3N-03837-22,True,False,False
C3N-03488-21,True,False,False
C3L-00997-24,True,False,False
C3N-03457-22,True,False,False
C3N-04280-23,True,False,False
C3N-02716-23,True,False,False
C3N-03781-21,True,False,False
C3N-02713-22,True,False,False
C3N-04151-23,True,False,False
C3L-02651-23,True,False,False
C3N-04275-25,True,False,False
C3N-02925-23,True,False,False
C3L-00987-24,True,False,False
C3N-01755-22,True,False,False
C3N-00297-21,True,False,False
C3N-03878-21,True,False,False
C3N-00307-25,True,False,False
C3N-04152-23,True,False,False
C3N-03837-23,True,False,False
C3N-00295-21,True,False,False
C3L-02621-23,True,False,False
C3N-03612-26,True,False,False
C3L-00987-27,True,False,False
C3N-00498-21,True,False,False
C3L-00987-23,True,False,False
C3N-00307-22,True,False,False
C3L-04791-25,True,False,False
C3N-03027-23,True,False,False
C3L-00994-26,True,False,False
C3N-01620-23,True,False,False
C3N-03042-24,True,False,False
C3N-00519-22,True,False,False
C3L-04025-23,True,False,False
C3L-00997-21,True,False,False
C3L-02651-21,True,False,False
C3N-00871-21,True,False,False
C3N-03458-21,True,False,False
C3N-03876-23,True,False,False
C3L-02617-28,True,False,False
C3N-00519-21,True,False,False
C3N-03928-23,True,False,False
C3N-03664-21,True,False,False
C3N-01755-21,True,False,False
C3L-04844-23,True,False,False
C3N-03664-22,True,False,False
C3N-04152-22,True,False,False
C3L-04844-22,True,False,False
C3N-02727-23,True,False,False
C3N-01945-24,True,False,False
C3N-04611-26,True,False,False
C3N-01338-22,True,False,False
C3N-03045-21,True,False,False
C3L-00987-26,True,False,False
C3N-00299-25,True,False,False
C3N-03928-21,True,False,False
C3N-01948-21,True,False,False
C3N-02714-26,True,False,False
C3N-00519-24,True,False,False
C3N-02730-22,True,False,False
C3L-04844-21,True,False,False
C3N-02714-23,True,False,False
C3N-01858-22,True,False,False
C3L-02651-28,True,False,False
C3L-04791-28,True,False,False
C3N-01758-22,True,False,False
C3N-01948-23,True,False,False
C3N-04151-26,True,False,False
C3N-01340-21,True,False,False
C3N-02714-22,True,False,False
C3N-02730-21,True,False,False
C3N-02333-26,True,False,False
C3N-00822-25,True,False,False
C3N-03664-26,True,False,False
C3N-03042-21,True,False,False
C3L-02617-26,True,False,False
C3N-00829-24,True,False,False
C3N-00519-23,True,False,False
C3L-04849-22,True,False,False
C3N-03841-22,True,False,False
C3N-03013-23,True,False,False
C3N-03011-23,True,False,False
C3N-03488-26,True,False,False
C3N-03012-21,True,False,False
C3N-03619-21,True,False,False
C3L-04354-28,True,False,False
C3L-02621-21,True,False,False
C3L-04025-28,True,False,False
C3N-03664-23,True,False,False
C3L-04025-24,True,False,False
C3L-00995-23,True,False,False
C3N-04151-22,True,False,False
C3L-00994-27,True,False,False
C3N-03889-22,True,False,False
C3N-02925-21,True,False,False
C3N-00307-21,True,False,False
C3N-04152-26,True,False,False
C3N-03783-21,True,False,False
C3N-01620-21,True,False,False
C3N-01944-21,True,False,False
C3L-02651-27,True,False,False
C3N-00306-21,True,False,False
C3N-02279-21,True,False,False
C3N-01755-23,True,False,False
C3N-00829-21,True,False,False
C3N-03888-21,True,False,False
C3N-03487-23,True,False,False
C3N-02727-26,True,False,False
C3N-04278-25,True,False,False
C3N-02694-22,True,False,False
C3L-02651-22,True,False,False
C3N-01338-21,True,False,False
C3N-03457-23,True,False,False
C3N-03027-21,True,False,False
C3L-02621-25,True,False,False
C3N-03782-21,True,False,False
C3L-01237-26,True,False,False
C3N-02333-21,True,False,False
C3N-00498-24,True,False,False
C3N-02716-21,True,False,False
C3N-03008-21,True,False,False
C3N-03841-23,True,False,False
C3N-00846-21,True,False,False
C3N-04611-22,True,False,False
C3N-00825-25,True,False,False
C3N-01381-22,True,False,False
C3L-00622-24,True,False,False
C3L-04475-24,True,False,False
C3L-04473-21,True,False,False
C3N-00302-24,True,False,False
C3N-03211-23,True,False,False
C3L-01971-25,True,False,False
C3L-03394-24,True,False,False
C3L-01160-24,True,False,False
C3L-03388-26,True,False,False
C3L-04027-22,True,False,False
C3L-01160-21,True,False,False
C3N-00518-22,True,False,False
C3N-01998-23,True,False,False
C3L-00928-22,True,False,False
C3L-03743-21,True,False,False
C3N-01997-22,True,False,False
C3N-02579-21,True,False,False
C3L-01124-21,True,False,False
C3L-00277-22,True,False,False
C3N-01375-23,True,False,False
C3N-03039-24,True,False,False
C3L-04853-21,True,False,False
C3N-02010-23,True,False,False
C3N-02940-21,True,False,False
C3N-02295-21,True,False,False
C3L-00189-23,True,False,False
C3L-01032-24,True,False,False
C3L-01051-24,True,False,False
C3N-00198-26,True,False,False
C3L-00819-26,True,False,False
C3L-02701-21,True,False,False
C3L-00017-24,True,False,False
C3N-01388-22,True,False,False
C3L-01703-26,True,False,False
C3N-03439-23,True,False,False
C3N-03440-24,True,False,False
C3L-04027-25,True,False,False
C3L-02809-21,True,False,False
C3L-03394-23,True,False,False
C3L-00881-26,True,False,False
C3L-01453-22,True,False,False
C3L-00622-23,True,False,False
C3L-00885-21,True,False,False
C3L-01037-23,True,False,False
C3N-00302-21,True,False,False
C3L-01051-22,True,False,False
C3L-02809-22,True,False,False
C3L-04495-28,True,False,False
C3L-00401-22,True,False,False
C3L-03630-24,True,False,False
C3L-01971-23,True,False,False
C3L-00598-24,True,False,False
C3N-00957-22,True,False,False
C3N-01715-22,True,False,False
C3L-01703-28,True,False,False
C3L-04495-30,True,False,False
C3L-03350-24,True,False,False
C3L-01971-24,True,False,False
C3N-03039-23,True,False,False
C3L-00928-23,True,False,False
C3L-03129-23,True,False,False
C3N-00514-21,True,False,False
C3N-01011-22,True,False,False
C3L-00017-22,True,False,False
C3L-03394-22,True,False,False
C3N-03840-22,True,False,False
C3N-03884-23,True,False,False
C3L-03356-28,True,False,False
C3N-02592-21,True,False,False
C3N-03839-21,True,False,False
C3L-02606-23,True,False,False
C3L-00640-26,True,False,False
C3N-00303-24,True,False,False
C3N-03000-22,True,False,False
C3L-01662-21,True,False,False
C3L-02701-22,True,False,False
C3L-04027-27,True,False,False
C3L-01971-22,True,False,False
C3L-01662-26,True,False,False
C3N-01011-27,True,False,False
C3L-01032-25,True,False,False
C3L-00277-24,True,False,False
C3N-03039-25,True,False,False
C3L-02890-24,True,False,False
C3N-01168-23,True,False,False
C3L-04027-23,True,False,False
C3L-04473-24,True,False,False
C3N-03884-21,True,False,False
C3N-00709-26,True,False,False
C3L-01702-23,True,False,False
C3L-04473-23,True,False,False
C3N-02585-21,True,False,False
C3N-00957-23,True,False,False
C3L-03371-24,True,False,False
C3L-03624-24,True,False,False
C3N-00249-22,True,False,False
C3L-00395-21,True,False,False
C3L-01036-22,True,False,False
C3L-00881-21,True,False,False
C3L-00819-22,True,False,False
C3N-03854-22,True,False,False
C3L-01037-25,True,False,False
C3L-04479-21,True,False,False
C3N-01168-22,True,False,False
C3L-00625-21,True,False,False
C3L-02701-28,True,False,False
C3N-04283-23,True,False,False
C3L-01052-22,True,False,False
C3N-00517-21,True,False,False
C3N-02573-22,True,False,False
C3L-01031-25,True,False,False
C3L-00589-26,True,False,False
C3L-03624-22,True,False,False
C3N-00303-22,True,False,False
C3L-00819-21,True,False,False
C3L-00928-21,True,False,False
C3L-03743-24,True,False,False
C3N-02579-22,True,False,False
C3L-01158-23,True,False,False
C3L-02118-23,True,False,False
C3L-01971-26,True,False,False
C3L-03639-23,True,False,False
C3N-02939-23,True,False,False
C3N-01715-21,True,False,False
C3L-00622-22,True,False,False
C3N-01166-22,True,False,False
C3N-02010-27,True,False,False
C3N-01375-22,True,False,False
C3N-03665-23,True,False,False
C3N-03039-22,True,False,False
C3L-00189-22,True,False,False
C3L-01052-24,True,False,False
C3N-03884-22,True,False,False
C3L-00017-21,True,False,False
C3L-01453-26,True,False,False
C3L-02809-24,True,False,False
C3L-02610-21,True,False,False
C3L-00189-24,True,False,False
C3N-01998-22,True,False,False
C3L-03395-25,True,False,False
C3N-01378-22,True,False,False
C3N-01012-27,True,False,False
C3N-03061-21,True,False,False
C3L-03395-23,True,False,False
C3N-04282-21,True,False,False
C3N-02585-23,True,False,False
C3L-03388-22,True,False,False
C3L-00277-26,True,False,False
C3N-03853-22,True,False,False
C3L-00017-23,True,False,False
C3N-00518-21,True,False,False
C3L-04072-21,True,False,False
C3N-03839-23,True,False,False
C3N-03778-21,True,False,False
C3N-03780-24,True,False,False
C3N-00436-22,True,False,False
C3L-03356-29,True,False,False
C3L-00102-21,True,False,False
C3L-03123-24,True,False,False
C3L-02701-25,True,False,False
C3L-01687-24,True,False,False
C3N-01380-21,True,False,False
C3N-02589-23,True,False,False
C3L-04475-23,True,False,False
C3L-00102-22,True,False,False
C3N-01900-24,True,False,False
C3N-00436-21,True,False,False
C3L-01598-22,True,False,False
C3L-02604-21,True,False,False
C3N-01380-23,True,False,False
C3N-02069-21,True,False,False
C3N-03006-21,True,False,False
C3N-00198-23,True,False,False
C3N-02295-24,True,False,False
C3L-02463-25,True,False,False
C3N-01383-23,True,False,False
C3L-01053-27,True,False,False
C3N-01897-23,True,False,False
C3L-02463-24,True,False,False
C3L-00401-25,True,False,False
C3L-03743-25,True,False,False
C3N-03854-23,True,False,False
C3N-01998-21,True,False,False
C3N-00513-24,True,False,False
C3N-01382-21,True,False,False
C3L-01453-24,True,False,False
C3N-02971-21,True,False,False
C3N-03069-23,True,False,False
C3L-00885-25,True,False,False
C3N-01011-26,True,False,False
C3L-03628-27,True,False,False
C3N-01383-21,True,False,False
C3L-03624-21,True,False,False
C3N-02944-22,True,False,False
C3N-02573-23,True,False,False
C3L-00885-26,True,False,False
C3L-03350-21,True,False,False
C3L-03350-23,True,False,False
C3L-00885-22,True,False,False
C3L-01158-25,True,False,False
C3L-01051-23,True,False,False
C3N-00436-25,True,False,False
C3L-04080-23,True,False,False
C3L-02613-23,True,False,False
C3N-00954-21,True,False,False
C3N-02010-21,True,False,False
C3L-02463-23,True,False,False
C3L-01328-21,True,False,False
C3L-04027-21,True,False,False
C3L-03743-22,True,False,False
C3L-02118-22,True,False,False
C3L-00102-26,True,False,False
C3L-04495-29,True,False,False
C3L-01036-21,True,False,False
C3L-03371-22,True,False,False
C3L-02606-22,True,False,False
C3N-01011-23,True,False,False
C3N-02069-22,True,False,False
C3L-02118-24,True,False,False
C3L-02890-22,True,False,False
C3N-03428-21,True,False,False
C3L-00625-22,True,False,False
C3L-02610-24,True,False,False
C3L-01598-23,True,False,False
C3N-02939-22,True,False,False
C3L-04475-21,True,False,False
C3N-00518-23,True,False,False
C3N-02573-21,True,False,False
C3N-03069-21,True,False,False
C3N-02998-23,True,False,False
C3L-02613-24,True,False,False
C3L-02109-23,True,False,False
C3N-04126-23,True,False,False
C3L-03630-23,True,False,False
C3L-03123-23,True,False,False
C3L-02118-21,True,False,False
C3L-00881-23,True,False,False
C3L-04072-22,True,False,False
C3L-03356-27,True,False,False
C3N-03069-22,True,False,False
C3L-02701-23,True,False,False
C3L-02890-21,True,False,False
C3L-01054-25,True,False,False
C3N-02939-21,True,False,False
C3N-03428-22,True,False,False
C3N-02768-23,True,False,False
C3N-01716-23,True,False,False
C3L-04027-28,True,False,False
C3L-03129-24,True,False,False
C3N-00303-25,True,False,False
C3L-03371-25,True,False,False
C3N-02697-21,True,False,False
C3L-02809-26,True,False,False
C3N-00512-25,True,False,False
C3N-01389-22,True,False,False
C3N-03853-23,True,False,False
C3L-02115-28,True,False,False
C3L-01052-23,True,False,False
C3N-01012-22,True,False,False
C3L-00599-24,True,False,False
C3L-00622-21,True,False,False
C3L-02809-23,True,False,False
C3L-02809-25,True,False,False
C3L-01637-26,True,False,False
C3L-02606-21,True,False,False
C3L-03639-22,True,False,False
C3L-01687-22,True,False,False
C3L-00589-21,True,False,False
C3N-01719-24,True,False,False
C3L-01662-23,True,False,False
C3L-03635-22,True,False,False
C3L-00885-24,True,False,False
C3L-03639-21,True,False,False
C3L-02115-29,True,False,False
C3N-02944-21,True,False,False
C3L-03635-21,True,False,False
C3L-03743-26,True,False,False
C3N-00516-21,True,False,False
C3N-03666-21,True,False,False
C3N-04126-22,True,False,False
C3N-03840-21,True,False,False
C3L-02701-24,True,False,False
C3L-00625-25,True,False,False
C3N-02590-23,True,False,False
C3N-02997-23,True,False,False
C3N-03061-22,True,False,False
C3N-00954-23,True,False,False
C3N-00957-27,True,False,False
C3L-01328-24,True,False,False
C3N-03061-23,True,False,False
C3L-00599-23,True,False,False
C3L-01971-21,True,False,False
C3L-03123-22,True,False,False
C3L-04027-26,True,False,False
C3N-00709-21,True,False,False
C3L-01687-23,True,False,False
C3L-02116-22,True,False,False
C3N-02971-23,True,False,False
C3N-00957-21,True,False,False
C3L-02463-22,True,False,False
C3L-00017-25,True,False,False
C3L-00401-24,True,False,False
C3L-01124-24,True,False,False
C3L-03129-21,True,False,False
C3N-02591-21,True,False,False
C3N-01381-21,True,False,False
C3N-04119-22,True,False,False
C3N-03754-21,True,False,False
C3L-02109-21,True,False,False
C3N-03670-21,True,False,False
C3L-00395-22,True,False,False
C3N-00198-22,True,False,False
C3N-02585-22,True,False,False
C3N-03853-21,True,False,False
C3N-00302-23,True,False,False
C3N-04119-21,True,False,False
C3L-00401-28,True,False,False
C3N-02971-22,True,False,False
C3L-02899-26,True,False,False
C3L-01453-21,True,False,False
C3L-03123-21,True,False,False
C3N-01379-21,True,False,False
C3N-03665-21,True,False,False
C3N-02768-22,True,False,False
C3N-03039-26,True,False,False
C3L-01453-23,True,False,False
C3L-01031-21,True,False,False
C3L-00277-25,True,False,False
C3N-00302-22,True,False,False
C3N-03039-21,True,False,False
C3L-03635-23,True,False,False
C3L-02463-26,True,False,False
C3L-00017-26,True,False,False
C3L-04853-22,True,False,False
C3L-02610-22,True,False,False
C3L-01031-23,True,False,False
C3N-02768-21,True,False,False
C3N-01900-23,True,False,False
C3L-02701-26,True,False,False
C3L-03639-24,True,False,False
C3L-00881-25,True,False,False
C3N-01165-22,True,False,False
C3N-01907-21,True,False,False
C3N-03211-22,True,False,False
C3L-03129-22,True,False,False
C3L-00640-22,True,False,False
C3N-04126-21,True,False,False
C3N-03211-21,True,False,False
C3N-00954-27,True,False,False
C3N-00302-25,True,False,False
C3L-00598-21,True,False,False
C3L-00599-21,True,False,False
C3L-02899-22,True,False,False
C3L-00395-24,True,False,False
C3L-01689-22,True,False,False
C3N-00518-25,True,False,False
C3N-01011-21,True,False,False
C3L-01328-23,True,False,False
C3L-03350-22,True,False,False
C3N-03840-23,True,False,False
C3N-00954-22,True,False,False
C3L-00598-22,True,False,False
C3N-00511-25,True,False,False
C3L-03395-22,True,False,False
